#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MJ_419_01005	273121.WS1290	4.92e-102	304.0	COG1968@1|root,COG1968@2|Bacteria,1MX02@1224|Proteobacteria,42N67@68525|delta/epsilon subdivisions,2YMDK@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	V	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin	uppP	-	3.6.1.27	ko:K06153	ko00550,map00550	-	R05627	RC00002	ko00000,ko00001,ko01000,ko01011	-	-	-	BacA
MJ_419_01006	944547.ABLL_1702	1.5e-87	292.0	COG0642@1|root,COG0642@2|Bacteria,1Q4HH@1224|Proteobacteria,42Z7P@68525|delta/epsilon subdivisions,2YRKZ@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	T	7TMR-DISM extracellular 2	-	-	-	-	-	-	-	-	-	-	-	-	7TMR-DISMED2,7TMR-DISM_7TM,HATPase_c
MJ_419_01007	1172190.M947_05590	1.3e-137	405.0	COG2211@1|root,COG2211@2|Bacteria,1QZN8@1224|Proteobacteria,43CM0@68525|delta/epsilon subdivisions,2YTDZ@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	G	Major Facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
MJ_419_01008	929558.SMGD1_0617	1.07e-133	384.0	COG0496@1|root,COG0496@2|Bacteria,1MVHE@1224|Proteobacteria,42N0I@68525|delta/epsilon subdivisions,2YMW1@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	S	Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates	surE	-	3.1.3.5	ko:K03787	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110	-	R00183,R00511,R00963,R01126,R01227,R01569,R01664,R01968,R02088,R02102,R02323,R02719,R03346	RC00017	ko00000,ko00001,ko01000	-	-	-	SurE
MJ_419_01009	929558.SMGD1_0616	3.38e-101	298.0	COG1179@1|root,COG1179@2|Bacteria,1MWXR@1224|Proteobacteria,42PHC@68525|delta/epsilon subdivisions,2YNF2@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	H	involved in molybdopterin and thiamine biosynthesis family 1	-	-	-	-	-	-	-	-	-	-	-	-	ThiF
MJ_419_01010	326298.Suden_1535	1.82e-14	73.6	COG1179@1|root,COG1179@2|Bacteria,1MWXR@1224|Proteobacteria,42PHC@68525|delta/epsilon subdivisions,2YNF2@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	H	involved in molybdopterin and thiamine biosynthesis family 1	-	-	-	-	-	-	-	-	-	-	-	-	ThiF
MJ_419_01011	326298.Suden_1534	1.1e-80	243.0	COG0782@1|root,COG0782@2|Bacteria,1RCXW@1224|Proteobacteria,42SDX@68525|delta/epsilon subdivisions,2YP47@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	K	Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides	greA	-	-	ko:K03624	-	-	-	-	ko00000,ko03021	-	-	-	GreA_GreB,GreA_GreB_N
MJ_419_01012	326298.Suden_1533	5.29e-176	498.0	COG0002@1|root,COG0002@2|Bacteria,1MVJ6@1224|Proteobacteria,42MDN@68525|delta/epsilon subdivisions,2YMPS@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	E	Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde	argC	-	1.2.1.38	ko:K00145	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028,M00845	R03443	RC00684	ko00000,ko00001,ko00002,ko01000	-	-	-	Semialdhyde_dh,Semialdhyde_dhC
MJ_419_01013	563040.Saut_0623	1.22e-86	264.0	COG2908@1|root,COG2908@2|Bacteria,1Q1QY@1224|Proteobacteria,42STS@68525|delta/epsilon subdivisions,2YP6A@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	S	protein conserved in bacteria	lpxH	-	3.6.1.54	ko:K03269	ko00540,ko01100,map00540,map01100	M00060	R04549	RC00002	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	Metallophos
MJ_419_01014	1172190.M947_04840	3.46e-166	471.0	COG0784@1|root,COG0835@1|root,COG0784@2|Bacteria,COG0835@2|Bacteria,1N81M@1224|Proteobacteria,42M00@68525|delta/epsilon subdivisions,2YMF1@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	T	chemotaxis protein	cheV	-	-	ko:K03415	ko02020,ko02030,map02020,map02030	M00506	-	-	ko00000,ko00001,ko00002,ko02022,ko02035	-	-	-	CheW,Response_reg
MJ_419_01016	563040.Saut_2165	1.64e-61	192.0	COG0817@1|root,COG0817@2|Bacteria,1MUJI@1224|Proteobacteria,42QPX@68525|delta/epsilon subdivisions,2YNW3@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	L	Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group	ruvC	-	3.1.22.4	ko:K01159	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	RuvC
MJ_419_01017	326298.Suden_0019	8.48e-87	259.0	COG2824@1|root,COG2824@2|Bacteria,1RGUU@1224|Proteobacteria,42V18@68525|delta/epsilon subdivisions,2YQGA@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	P	Zn-ribbon-containing protein involved in phosphonate metabolism	phnA	-	-	ko:K06193	ko01120,map01120	-	-	-	ko00000	-	-	-	PhnA,PhnA_Zn_Ribbon
MJ_419_01018	929558.SMGD1_0790	1.32e-63	198.0	COG0394@1|root,COG0394@2|Bacteria,1RH90@1224|Proteobacteria,42T4D@68525|delta/epsilon subdivisions,2YPHE@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	T	Low molecular weight phosphotyrosine protein phosphatase	-	-	3.1.3.48	ko:K01104	-	-	-	-	ko00000,ko01000	-	-	-	LMWPc
MJ_419_01019	929558.SMGD1_1239	3.1e-33	119.0	2BTTK@1|root,32P16@2|Bacteria,1Q41F@1224|Proteobacteria,42Y3I@68525|delta/epsilon subdivisions,2YQQG@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_419_01020	929558.SMGD1_1238	0.0	1410.0	COG0209@1|root,COG0209@2|Bacteria,1MUJ8@1224|Proteobacteria,42N8M@68525|delta/epsilon subdivisions,2YN94@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	F	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides	nrdA	-	1.17.4.1	ko:K00525	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	R02017,R02018,R02019,R02024	RC00613	ko00000,ko00001,ko00002,ko01000,ko03400	-	-	-	ATP-cone,Ribonuc_red_lgC,Ribonuc_red_lgN
MJ_419_01021	563040.Saut_2156	4.16e-297	813.0	COG0015@1|root,COG0015@2|Bacteria,1MV4B@1224|Proteobacteria,42MYS@68525|delta/epsilon subdivisions,2YMZ5@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	F	Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily	purB	-	4.3.2.2	ko:K01756	ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130	M00048,M00049	R01083,R04559	RC00379,RC00444,RC00445	ko00000,ko00001,ko00002,ko01000	-	-	-	ADSL_C,Lyase_1
MJ_419_01022	563040.Saut_2155	1.12e-130	380.0	COG0564@1|root,COG0564@2|Bacteria,1MVDX@1224|Proteobacteria,43B0D@68525|delta/epsilon subdivisions,2YT4V@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	J	Belongs to the pseudouridine synthase RluA family	-	-	5.4.99.23	ko:K06180	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2
MJ_419_01024	326298.Suden_1475	1.67e-208	580.0	COG1060@1|root,COG1060@2|Bacteria,1QN23@1224|Proteobacteria,42M6Z@68525|delta/epsilon subdivisions,2YMA7@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	H	Radical SAM enzyme that catalyzes the addition of the adenosyl radical to the double bond of 3- (1- carboxyvinyl)oxy benzoate, leading to aminodeoxyfutalosine (AFL), a key intermediate in the formation of menaquinone (MK, vitamin K2) from chorismate	mqnE	-	2.5.1.120	ko:K18285	ko00130,ko01110,map00130,map01110	-	R10667	RC00021,RC03234	ko00000,ko00001,ko01000	-	-	-	Radical_SAM
MJ_419_01025	709032.Sulku_1516	2.41e-130	381.0	COG1219@1|root,COG1219@2|Bacteria,1MVQK@1224|Proteobacteria,42NSY@68525|delta/epsilon subdivisions,2YNJN@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	O	ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP	-	-	-	ko:K03544	ko04112,map04112	-	-	-	ko00000,ko00001,ko03110	-	-	-	AAA_2,ClpB_D2-small,zf-C4_ClpX
MJ_419_01026	1537917.JU82_10415	2.47e-232	645.0	COG1104@1|root,COG1104@2|Bacteria,1MU1C@1224|Proteobacteria,42M5V@68525|delta/epsilon subdivisions,2YM81@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	E	Cysteine desulfurase	iscS	-	2.8.1.7	ko:K04487	ko00730,ko01100,ko04122,map00730,map01100,map04122	-	R07460,R11528,R11529	RC01789,RC02313	ko00000,ko00001,ko01000,ko02048,ko03016,ko03029	-	-	-	Aminotran_5
MJ_419_01027	1249480.B649_06830	1.81e-07	52.0	297UU@1|root,2ZV1D@2|Bacteria,1MXFE@1224|Proteobacteria,430YU@68525|delta/epsilon subdivisions,2YS1X@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_419_01028	1249480.B649_06830	0.000876	42.0	297UU@1|root,2ZV1D@2|Bacteria,1MXFE@1224|Proteobacteria,430YU@68525|delta/epsilon subdivisions,2YS1X@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_419_01029	1150621.SMUL_0717	5e-74	225.0	COG0748@1|root,COG0748@2|Bacteria,1MY8K@1224|Proteobacteria,42NQN@68525|delta/epsilon subdivisions,2YM8E@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	P	Heme iron utilization protein	chuZ	-	-	ko:K07226	-	-	-	-	ko00000	-	-	-	DUF2470,Putative_PNPOx
MJ_419_01030	1249480.B649_06745	1.92e-69	211.0	COG1145@1|root,COG1145@2|Bacteria,1Q4YJ@1224|Proteobacteria,4305G@68525|delta/epsilon subdivisions,2YRVT@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	C	4Fe-4S dicluster domain	-	-	-	-	-	-	-	-	-	-	-	-	Fer4_7
MJ_419_01031	709032.Sulku_1530	1.37e-37	130.0	COG1433@1|root,COG1433@2|Bacteria,1N05Z@1224|Proteobacteria,42VFK@68525|delta/epsilon subdivisions,2YQG3@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	S	Dinitrogenase iron-molybdenum cofactor biosynthesis protein	-	-	-	ko:K02596	-	-	-	-	ko00000	-	-	-	Nitro_FeMo-Co
MJ_419_01032	1123326.JFBL01000001_gene1268	1.53e-63	196.0	COG1145@1|root,COG1145@2|Bacteria,1QZ2K@1224|Proteobacteria,42SFI@68525|delta/epsilon subdivisions,2YPQC@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	C	4Fe-4S dicluster domain	-	-	-	-	-	-	-	-	-	-	-	-	Fer4_7
MJ_419_01033	1249480.B649_06775	1.05e-07	53.5	COG3585@1|root,COG3585@2|Bacteria	2|Bacteria	H	molybdate ion transport	-	-	3.6.3.29,3.6.3.55	ko:K02017,ko:K06857	ko02010,map02010	M00186,M00189	R10531	RC00002	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.6.2,3.A.1.6.4,3.A.1.8	-	-	ABC_tran,TOBE
MJ_419_01034	1249480.B649_06780	3.89e-42	150.0	COG0790@1|root,COG0790@2|Bacteria	2|Bacteria	S	beta-lactamase activity	-	-	-	ko:K07126	-	-	-	-	ko00000	-	-	-	Sel1
MJ_419_01035	572480.Arnit_2779	4.33e-292	804.0	COG0439@1|root,COG0439@2|Bacteria,1MU4H@1224|Proteobacteria,42M14@68525|delta/epsilon subdivisions,2YMWB@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	I	Biotin carboxylase	pycA	-	6.3.4.14,6.4.1.1,6.4.1.2	ko:K01959,ko:K01961	ko00020,ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko01230,map00020,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212,map01230	M00082,M00173,M00376,M00620	R00344,R00742,R04385	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000	-	-	-	Biotin_carb_C,Biotin_carb_N,CPSase_L_D2
MJ_419_01036	563040.Saut_0792	1.02e-314	861.0	COG0516@1|root,COG0517@1|root,COG0516@2|Bacteria,COG0517@2|Bacteria,1MUJM@1224|Proteobacteria,42M2M@68525|delta/epsilon subdivisions,2YMS3@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	F	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth	guaB	-	1.1.1.205	ko:K00088	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	M00050	R01130,R08240	RC00143,RC02207	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	CBS,IMPDH
MJ_419_01037	326298.Suden_0773	1.34e-263	729.0	COG0154@1|root,COG0154@2|Bacteria,1MUVQ@1224|Proteobacteria,42MAH@68525|delta/epsilon subdivisions,2YMZK@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	J	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln)	gatA	-	6.3.5.6,6.3.5.7	ko:K02433	ko00970,ko01100,map00970,map01100	-	R03905,R04212	RC00010	ko00000,ko00001,ko01000,ko03029	-	-	-	Amidase
MJ_419_01038	1150621.SMUL_1702	9.52e-25	97.4	COG1187@1|root,COG1187@2|Bacteria,1NTXG@1224|Proteobacteria,42QMW@68525|delta/epsilon subdivisions,2YNGX@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	J	Belongs to the pseudouridine synthase RsuA family	-	-	5.4.99.22	ko:K06178	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2
MJ_419_01039	1150621.SMUL_1702	6.37e-82	246.0	COG1187@1|root,COG1187@2|Bacteria,1NTXG@1224|Proteobacteria,42QMW@68525|delta/epsilon subdivisions,2YNGX@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	J	Belongs to the pseudouridine synthase RsuA family	-	-	5.4.99.22	ko:K06178	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2
MJ_419_01041	1172190.M947_10415	7.49e-240	687.0	COG0060@1|root,COG0060@2|Bacteria,1MVBQ@1224|Proteobacteria,42MKB@68525|delta/epsilon subdivisions,2YMIZ@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	J	amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)	ileS	-	6.1.1.5	ko:K01870	ko00970,map00970	M00359,M00360	R03656	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Anticodon_1,tRNA-synt_1
MJ_419_01042	944547.ABLL_0877	6.83e-39	139.0	COG0745@1|root,COG0745@2|Bacteria,1PFGE@1224|Proteobacteria,42U08@68525|delta/epsilon subdivisions,2YPVW@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	T	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg,Trans_reg_C
MJ_419_01043	1537917.JU82_01155	4.09e-67	211.0	COG3852@1|root,COG3852@2|Bacteria,1QAGK@1224|Proteobacteria,42RSW@68525|delta/epsilon subdivisions,2YPDC@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_419_01044	326298.Suden_1107	5.71e-36	130.0	2AIU4@1|root,319B6@2|Bacteria,1Q28N@1224|Proteobacteria,42V6E@68525|delta/epsilon subdivisions,2YQ6D@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_419_01045	563040.Saut_1220	2.34e-36	126.0	COG5336@1|root,COG5336@2|Bacteria,1NHIS@1224|Proteobacteria,42VGZ@68525|delta/epsilon subdivisions,2YQ8C@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	S	Putative F0F1-ATPase subunit Ca2+/Mg2+ transporter	-	-	-	-	-	-	-	-	-	-	-	-	ATPase_gene1
MJ_419_01046	929558.SMGD1_2736	5.22e-247	685.0	COG0001@1|root,COG0001@2|Bacteria,1MUY5@1224|Proteobacteria,42MBF@68525|delta/epsilon subdivisions,2YM9C@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	H	Glutamate-1-semialdehyde aminotransferase	hemL	-	5.4.3.8	ko:K01845	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R02272	RC00677	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_3
MJ_419_01047	929558.SMGD1_2737	1.28e-60	201.0	COG0810@1|root,COG0810@2|Bacteria,1PEYQ@1224|Proteobacteria,42WJI@68525|delta/epsilon subdivisions,2YQ9A@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	M	Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins	-	-	-	-	-	-	-	-	-	-	-	-	TonB_2,TonB_C
MJ_419_01048	929558.SMGD1_2746	1.64e-153	439.0	COG2301@1|root,COG2301@2|Bacteria,1NUDQ@1224|Proteobacteria,42QUW@68525|delta/epsilon subdivisions,2YNZV@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	C	Belongs to the HpcH HpaI aldolase family	citE	-	4.1.3.34	ko:K01644	ko02020,map02020	-	R00362	RC00067,RC01118	ko00000,ko00001,ko01000	-	-	-	HpcH_HpaI
MJ_419_01049	1172190.M947_00470	4.1e-70	228.0	COG0741@1|root,COG0741@2|Bacteria,1MV3F@1224|Proteobacteria,42N7A@68525|delta/epsilon subdivisions,2YMRE@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	M	lytic murein transglycosylase	slt	-	-	ko:K08309	-	-	-	-	ko00000,ko01000,ko01011	-	GH23	-	SLT
MJ_419_01050	1172190.M947_00475	7.68e-35	127.0	2AJ4F@1|root,319NZ@2|Bacteria,1Q3DH@1224|Proteobacteria,42X57@68525|delta/epsilon subdivisions,2YQQ1@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_419_01051	385682.AFSL01000074_gene1262	4.69e-178	542.0	COG3421@1|root,COG3421@2|Bacteria,4NFD5@976|Bacteroidetes	976|Bacteroidetes	S	Type III restriction enzyme, res subunit	-	-	3.1.21.5	ko:K01156	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	ResIII
MJ_419_01052	1313304.CALK_0218	1.11e-32	130.0	COG2189@1|root,COG2189@2|Bacteria	2|Bacteria	L	Belongs to the N(4) N(6)-methyltransferase family	mod	-	2.1.1.72	ko:K07316	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	N6_N4_Mtase
MJ_419_01053	387092.NIS_0025	8.33e-15	73.6	COG3170@1|root,COG3170@2|Bacteria,1QX7F@1224|Proteobacteria,42NQR@68525|delta/epsilon subdivisions,2YTDF@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	NU	Tfp pilus assembly protein FimV	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_419_01054	563040.Saut_0064	7.54e-134	387.0	COG0803@1|root,COG0803@2|Bacteria,1MVW9@1224|Proteobacteria,42MBX@68525|delta/epsilon subdivisions,2YNF1@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	P	COG0803 ABC-type metal ion transport system, periplasmic component surface adhesin	-	-	-	ko:K02077	-	M00244	-	-	ko00000,ko00002,ko02000	3.A.1.15	-	-	ZnuA
MJ_419_01055	563040.Saut_0065	5.56e-100	299.0	COG1108@1|root,COG1108@2|Bacteria,1PZT7@1224|Proteobacteria,42R3J@68525|delta/epsilon subdivisions,2YP3H@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	P	ABC 3 transport family	-	-	-	ko:K02075	-	M00244	-	-	ko00000,ko00002,ko02000	3.A.1.15	-	-	ABC-3
MJ_419_01056	522772.Dacet_0601	9.41e-188	535.0	COG1373@1|root,COG1373@2|Bacteria,2GFTD@200930|Deferribacteres	200930|Deferribacteres	S	AAA domain	-	-	-	ko:K07133	-	-	-	-	ko00000	-	-	-	AAA_14,DUF4143
MJ_419_01058	929558.SMGD1_2104	1.75e-25	108.0	COG0642@1|root,COG2205@2|Bacteria,1RK1D@1224|Proteobacteria,42R91@68525|delta/epsilon subdivisions,2YNX3@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	T	His Kinase A (phosphoacceptor) domain	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c
MJ_419_01059	929558.SMGD1_2105	5.16e-43	145.0	COG1871@1|root,COG1871@2|Bacteria,1RDDB@1224|Proteobacteria,42THA@68525|delta/epsilon subdivisions,2YPB6@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	NT	Probably deamidates glutamine residues to glutamate on methyl-accepting chemotaxis receptors (MCPs), playing an important role in chemotaxis	cheD	-	3.5.1.44	ko:K03411	ko02030,map02030	-	-	-	ko00000,ko00001,ko01000,ko02035	-	-	-	CheD
MJ_419_01060	387092.NIS_0598	7.8e-87	266.0	COG1192@1|root,COG1192@2|Bacteria,1P6E7@1224|Proteobacteria,42TYU@68525|delta/epsilon subdivisions,2YPSN@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	D	Involved in chromosome partitioning	-	-	-	-	-	-	-	-	-	-	-	-	AAA_31
MJ_419_01061	204536.SULAZ_0730	2.97e-49	178.0	COG3696@1|root,COG3696@2|Bacteria	2|Bacteria	P	silver ion transport	czcA	-	-	ko:K07787,ko:K15726	ko02020,map02020	-	-	-	ko00000,ko00001,ko02000	2.A.6.1.2,2.A.6.1.4	-	-	ACR_tran
MJ_419_01062	709032.Sulku_1810	3.25e-23	92.0	COG3326@1|root,COG3326@2|Bacteria	2|Bacteria	L	Membrane	ysdA	-	-	-	-	-	-	-	-	-	-	-	CSD,DUF1294
MJ_419_01063	643562.Daes_2690	7.72e-87	263.0	COG2173@1|root,COG2173@2|Bacteria,1RENK@1224|Proteobacteria,42RT1@68525|delta/epsilon subdivisions,2X5CH@28221|Deltaproteobacteria,2MGPF@213115|Desulfovibrionales	28221|Deltaproteobacteria	M	Catalyzes hydrolysis of the D-alanyl-D-alanine dipeptide	ddpX	-	3.4.13.22	ko:K08641	ko01502,ko02020,map01502,map02020	M00651	-	-	ko00000,ko00001,ko00002,ko01000,ko01002,ko01011,ko01504	-	-	-	Peptidase_M15
MJ_419_01064	525898.Sdel_1152	2.05e-16	74.3	COG3937@1|root,COG3937@2|Bacteria,1P8D3@1224|Proteobacteria,42VTS@68525|delta/epsilon subdivisions,2YQ89@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	S	granule-associated protein	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_419_01065	929558.SMGD1_1355	1.69e-77	240.0	COG0533@1|root,COG0533@2|Bacteria,1MU6S@1224|Proteobacteria,42MHX@68525|delta/epsilon subdivisions,2YMXF@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	J	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Is involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37, together with TsaE and TsaB. TsaD likely plays a direct catalytic role in this reaction	tsaD	-	2.3.1.234	ko:K01409	-	-	R10648	RC00070,RC00416	ko00000,ko01000,ko03016	-	-	-	Peptidase_M22
MJ_419_01066	326298.Suden_0132	7.51e-105	304.0	COG2077@1|root,COG2077@2|Bacteria,1RAJ9@1224|Proteobacteria,42RE8@68525|delta/epsilon subdivisions,2YP3Y@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	O	Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides	tpx	-	1.11.1.15	ko:K11065	-	-	-	-	ko00000,ko01000	-	-	-	Redoxin
MJ_419_01067	563040.Saut_0102	1.09e-103	307.0	COG3637@1|root,COG3637@2|Bacteria,1R3QN@1224|Proteobacteria,42Y1W@68525|delta/epsilon subdivisions,2YQU0@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	M	Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A, a bioactive component of lipopolysaccharide (LPS), thereby releasing the primary fatty acyl moiety	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_419_01068	768670.Calni_1004	9.26e-66	209.0	COG0726@1|root,COG0726@2|Bacteria	2|Bacteria	G	polysaccharide deacetylase	-	-	-	-	-	-	-	-	-	-	-	-	Polysacc_deac_1
MJ_419_01069	326298.Suden_2006	1.62e-117	344.0	COG0812@1|root,COG0812@2|Bacteria,1MXDH@1224|Proteobacteria,42P86@68525|delta/epsilon subdivisions,2YN53@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	M	cell wall formation	murB	-	1.3.1.98	ko:K00075	ko00520,ko00550,ko01100,map00520,map00550,map01100	-	R03191,R03192	RC02639	ko00000,ko00001,ko01000,ko01011	-	-	iIT341.HP1418	MurB_C
